id,name,lat,lng,name_en,name_la,order,order_en,family,family_en,images,danger,stamps,habitat,habitat_en,diet,diet_en,breeding,breeding_en,dimensions,description,description_en,threats,threats_en,extra,extra_en,unit,alerts,who_is_who,did_you_know,did_you_know_en,keywords,occurrence,occurrence_en
108,Kachnička amazonská,50.1172497,14.4018225,Brazilian teal,Amazonetta brasiliensis,vrubozobí,Anseriformes,kachnovití,Anatidae,,LC,,tůňky v hustých lesích,pools in dense woods,"vodní rostliny a jejich semena, bezobratlí","aquatic plants and their seeds, invertebrates",6–8 vajec;inkubace 25 dní,6–8 eggs;incubation 25 days,"[{""title"":""hmotnost"",""value"":""350-623 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""35-40 cm"",""title_en"":""length""}]","Hnízdí v rákosí nebo hustém porostu ostřice, na kopě rostlinného materiálu obklopené vodou. Mláďata vodí oba partneři. Za letu vynikne u dospělých měňavě modrozelená barva křídelních letek, zářících z jinak hnědého těla.","It nests in reeds or a dense crop of sedge, on a knoll of plant growth surrounded by water. The young are reared by both partners. During flight, the bluegreen colour of the wings can be seen in adults, gleaming from an otherwise brown body.",,,,,25,,,,,,Brazílie,Brazil
93,Ibis hagedaš,0,0,Hadada ibis,Bostrychia hagedash,veslonozí,Pelecaniformes,ibisovití,Threskiornithidae,,LC,,"křovinaté savany, zalesněné břehy, louky, kulturní krajina","bushy savannas, wooded banks, meadows, cultivated land","hmyz, korýši, plži a drobní obratlovci","insects, crustaceans, molluscs, small vertebrates",2–3 vejce;inkubace 25–28 dní,2–3 eggs;incubation 25–28 days,"[{""title"":""hmotnost"",""value"":""1,3 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""65-76 cm"",""title_en"":""length""}]","Žije v párech, ale nocuje v hejnech – často po mnoho let na stále stejném místě, ke kterému se denně vrací až z několikakilometrové vzdálenosti. Za letu se ozývá nezaměnitelným hlučným křaplavým hlasem „haa-daa-daa“.",It lives in pairs but roosts in flocks – often in the same place for many years that it returns to daily even from distances of several kilometers. It produces a typical loud call that sounds like “ha da da” when flying.,,,,,,,,,,,Afrika,Africa
98,Ibis skalní,0,0,Northern bald ibis,Geronticus eremita,veslonozí,Pelecaniformes,ibisovití,Threskiornithidae,,EN,,suché oblasti se skalnatými srázy,"rocky areas, cliffs and escarpments in arid regions","bezobratlí, menší obratlovci, části rostlin","invertebrates, small vertebrates, plant parts",2–4 vejce;inkubace 24–28 dnů,2–4 eggs;incubation 24–28 days,"[{""title"":""hmotnost"",""value"":""1-1,5 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""70-80 cm"",""title_en"":""length""},{""title"":""rozpětí křídel"",""value"":""125-135 cm"",""title_en"":""wingspan""}]","Je to jeden z nejcennějších ptáků světa, dvanáctý na seznamu evolučně odlišných a celosvětově ohrožených druhů „EDGE“. Podobně jako jiné druhy ibisů je pospolitý, hnízdí na skalních římsách v koloniích čítajících 3–40 párů.","It is one of the rarest birds in the world, number twelve on the list of the Evolutionarily Distinct and Globally Endangered species (EDGE). Like other ibis species, it is social, nesting on rock ledges in colonies of 3−40 pairs.","Početné kolonie ibisů skalních kdysi obývaly útesy severní Afriky, Evropy i Přední Asie, dnes však ibisů přežívá jen několik set. Důvodem je především pronásledování člověkem, smrtelné úrazy na elektrických vedeních (v poušti jsou to jediná vyvýšená místa pro nocování), ztráta vhodných biotopů a také otravy pesticidy. Díky efektivní ochraně však již ibisů dále neubývá, od roku 2018 proto nejsou považováni za druh kriticky ohrožený, ale „pouze“ ohrožený.","Numerous colonies of the northern bald ibis once inhabited the cliffs of North Africa, Europe and Western Asia. Nowadays, only a few hundred ibis survive, the reasons for their decline being persecution, fatal injuries on power lines (the only raised places for spending the night in the desert), the loss of suitable habitats and pesticide poisoning. Owing to effective management, however, ibis numbers are not declining anymore and the species is now considered “only” endangered, not critically endangered.",,,,,,,,,"Afrika, Evropa","Africa, Europe"
137,Loríček oranžovoprsý,0,0,Orange-breasted fig parrot,Cyclopsitta gulielmitertii,papoušci,Psittaciformes,papouškovití,Psittacidae,,LC,,tropické a subtropické nížinné vlhké lesy,"subtropical or tropical moist, lowland forest","nektar, ovoce, pyl","nectar, fruits, pollen",2 vejce;inkubace 18–21 dní,2 eggs;incubation 18–21 days,"[{""title"":""hmotnost"",""value"":""28–35 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""13 cm"",""title_en"":""length""}]","Je to poměrně klidný a tichý papoušek, jen za letu se ozývá pronikavým, ostrým hlasem. Žije v malých skupinách, čítajících 6–10 jedinců. Sameček má oranžová prsa, samička má prsa zelená, ale oranžové příuší.","Being a relatively calm and quiet parrot, it is only when in flight that it emits a piercing, sharp call. It lives in small groups numbering 6–10 birds. The male has an orange breast, the female has a green breast but an orange patch on her ear coverts.",,,,,23,,,,,,Ptačí hlava,Bird's Head Peninsula
162,Želva sloní pinzónská,50.1165086,14.4052247,Pinzón giant tortoise,Chelonoidis niger duncanensis,želvy,Testudines,želvovití,Testudinidae,,VU,,suchá křovinatá krajina,dry brushland,"listy a plody nopálů (opuncií) a dalších sukulentů, pastva","herbs, shrubs, cacti",2–8 vajec;inkubace 85–120 dní,2–8 eggs;incubation 85–120 days,"[{""title"":""hmotnost"",""value"":""30–70 kg"",""title_en"":""weight""},{""title"":""délka karapaxu"",""value"":""80–90 cm"",""title_en"":""carapace length""}]","Mezi obřími želvami z Galapág patří k nejmenším. Sedlovitý krunýř, delší nohy a krk souvisejí s její potravní specializací na stromovité opuncie. Pochází z Pinzónu, galapážského ostrůvku o velikosti pouhých 18 km2 – téměř 30× menšího než Praha.","It is one of the smallest of the giant turtles of the Galapagos. The saddle-shaped carapace, longer legs and the neck are
due to its specialization on the tree-like prickly-pear for food. It comes from Pinzón, a Galapagos islet of just 18 km2 –nearly 30 times smaller than Prague.","Želvy sloní pinzónské nejprve málem vyhubili námořníci a pak dílo zkázy dokonaly krysy, které se na ostrov dostaly s člověkem. Stamiliony hlodavců hodovaly na želvích vejcích i mláďatech, takže se v přírodě během 20. století nedožilo dospělosti ani jediné. Želvy přežily jen díky záchrannému
chovu a dlouho byly považovány za druh
vyhynulý v přírodě. Nyní mají znovu naději:
v roce 2012 se Pinzón podařilo krys zbavit.","At first the Pinzón giant tortoises were almost wiped out by sailors, then the work of destruction was completed by the rats that had reached the island with man. Hundreds of millions of rodents gnawed on turtle eggs and young, so that in the 20th century not one made it to adulthood. The tortoises only survived through conservation breeding and have long been considered a species that is extinct in the wild. Now they have a second chance: in 2012 rats were eradicated on Pinzón.",Pražský samec Antonio (podomácku Tony) je jediným zástupcem svého druhu s výrazně sedlovitým krunýřem v Evropě.,Our male Antonio (familiarly called Tony) is the only representative of its species with prominent saddle-shaped shell in Europe.,10,,,"Tvar krunýře galapážských obřích želv napoví, z jakého prostředí pocházejí.

Želvy z travnatých oblastí se mohou pohodlně pást, a tak mají typicky kopulovitě klenutý krunýř.

V místech s chudou vegetací se musejí
želvy pro výživnější sousta natáhnout do
výšky. Proto mají dlouhý krk a vpředu
zvednutý krunýř sedlovitého tvaru, který
jim to umožňuje.","The shape of the Galapagos giant tortoises’ shells tells us about the environment they come from.

Tortoises from grassy areas can graze
at ease, so they typically have a domed,
arched carapace.

In places with poor vegetation, the tortoises have to reach up for the more nutritious morsels. That’s why they have a long neck and the carapace is saddle-shaped at the front, which allows them to do so.",,"Jižní Amerika, ostrov Pinzón","South America, Pinzón Island"
138,Zebra bezhřívá,0,0,Maneless zebra,Equus quagga borensis,lichokopytníci,Perissodactyla,koňovití,Equidae,,NT,,savany,savannas,tráva,grass,březost 12 měsíců;1 mládě,gestation 12 months;1 young,"[{""title"":""hmotnost"",""value"":""175–320 kg"",""title_en"":""weight""},{""title"":""výška v kohoutku"",""value"":""127–140 cm"",""title_en"":""shoulder length""}]","Je nejseverněji žijícím poddruhem zebry stepní, s širokými pruhy zasahujícími na nohou až ke kopytům. Základem stád jsou menší harémy vedené jediným hřebcem, kterému (na rozdíl od klisen) chybí hříva, nebo ji má silně redukovanou.","Maneless Zebra is the northernmost
subspecies of Plains Zebra. It has wide
stripes along the body and legs, up to
the hooves. The core of the herds is
made of small harems, each of them
led by one stallion that can be distinguished from mares by its reduced or completely lacking mane.",,,,,,,,"Harémy zeber sestávají z několika klisen
s mláďaty a jediného dospělého hřebce,
který stádo chrání. Případného soupeře
nejprve zastrašuje výstražným postojem,
a pokud to nestačí, zahání ho kousáním
do krku nebo kopáním zadníma nohama.
Na znamení podřízenosti zebra skloní hlavu, sklopí uši a obnaží zuby. Dominantní zebra má hlavu zvednutou, boltce vztyčené a tlamu zavřenou.","A zebra harem consists of several mares
with their young and a single adult stallion
that protects the herd. Any opponent is first
intimidated by a warning pose, and if that is
not enough, he repels him by biting him in
the neck or kicking with his hind legs.
The signs of submission in zebra include
lowering the head, flattening the ears and
baring the teeth. A dominant zebra has its head raised, the ears upright and the mouth closed.",,Afrika,Africa
163,Želva pardálí,50.1165086,14.4052247,Leopard tortoise,Stigmochelys pardalis,želvy,Testudines,želvovití,Testudinidae,,LC,,polopouště a savany,semi-deserts and savannas,rostliny,plants,6–15 vajec;inkubace 3–8 (vzácně až 15) měsíců,6–15 eggs;incubation 3–8 (rarely up to 15) months,"[{""title"":""hmotnost"",""value"":""10–14 kg (vzácně i přes 40 kg) / 10–14 kg (rarely more than 40 kg)"",""title_en"":""weight""},{""title"":""délka karapaxu"",""value"":""obvykle okolo 40 cm (vzácně až 72 cm) / usually around 40 cm (rarely up to 72 cm)"",""title_en"":""carapax length""}]","Jedná se o jeden z největších druhů
želv. Vajíčka přečkávají nepříznivé období „spánkem“, kdy je vývoj zárodků pozastaven. Půda během té doby někdy vyschne a ztvrdne tak, že se vylíhlé želvičky nedokážou vyhrabat a musejí čekat, než déšť půdu rozmáčí.","It is one of the biggest species of tortoises. The eggs wait out an unfavourable season in a “sleep” when embryonic development is suspended. During this time, the soil will sometimes dry out and get so hard that the hatchlings cannot dig out of the nest and have to wait for rain to soften the soil.",,,"Mláďata jihoafrického poddruhu želvy pardálí, který chováme, se vylíhnou jen při zvláštní péči: vajíčka musejí projít obdobím výrazného ochlazení, které nastartuje jejich vývoj. Neobvyklý způsob inkubace jsme odhalili právě v naší zoo.","The young of the South-African sub-species of the leopard
tortoise – the one we keep in our zoo – will only hatch with
special care: the eggs must undergo a period of significant
cooling that will trigger their development. We were the first
to reveal this unusual manner of incubation.",10,,,"Samci želv mají břišní část krunýře většinou
lehce promáčklou, aby při páření neklouzali po krunýři partnerky. Všechny druhy želv kladou vejce. Místo pro snůšku volí velmi pečlivě, tím však rodičovská péče obvykle končí. Doba líhnutí závisí na teplotě okolí. Ta obvykle také určuje, zda se vylíhnou samci, nebo samice. Mláďata bývají oproti
dospělým výrazněji zbarvená.","Male tortoises have the bottom part of their
shell usually slightly curved in so that they
do not slip on the partner’s shell when
mating. All turtle and tortoise species lay
eggs. They choose the place for the clutch
very carefully, but that is where parental
care usually ends. The time for hatching
depends on ambient temperature. It usually also determines whether males or females hatch. Compared to the adults the young tend to be more colourful.",,Jižní Afrika,South Africa
148,Lžičák pestrý,0,0,Euroasian shover,Spatula clypeata,vrubozobí,Anseriformes,kachnovití,Anatidae,,LC,,mělké vody s břehy porostlými nízkou vegetací,"shallow, well-vegetated water bodies","plankton a jiní drobní vodní bezobratlí, řasy a části rostlin","plankton and other small aquatic invertebrates, weeds, parts of plants",9–11 vajec;inkubace 22–23 dny,9–11 eggs;incubation 22–23 days,"[{""title"":""hmotnost"",""value"":""0,4–1,1 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""43–56 cm"",""title_en"":""length""},{""title"":""rozpětí křídel"",""value"":""70–85 cm"",""title_en"":""wingspan""}]","Mezi ostatními českými druhy kachen je nezaměnitelný. Má totiž nápadný lžícovitý zobák, který mu vynesl jméno. Jeho lamelovitými kraji procezuje svrchní vrstvu vody a zachycuje tak drobnou potravu.","Among other species of ducks occurring in the Czech Republic, this one is unmistakable. It has a conspicuous spoonlike beak which gives it its name. Using the lamellar part of its beak it filters the upper layer of water to capture the tiny food organisms.","Lžičáci pestří hnízdí roztroušeně na většině území České republiky, jejich počet je však velmi nízký – jen několik desítek párů. Nebylo tomu tak ale vždy: z české přírody začali ve velkém mizet až koncem 60. let 20. století. Mohou za to hlavně lidské zásahy do krajiny a vysoušení mokřadů, které lžičáky připravily o vhodná místa k hnízdění i ke sběru potravy.","Eurasian shovelers nest in scattered pockets in most of the Czech Republic, but their numbers are very low – only a few dozen couples. This was not always the case: their large-scale disappearance from the Czech countryside began at the end of the sixties. This was mainly due to human interventions in the countryside and the draining of wetlands, which meant the shovelers lost suitable sites for nesting and collecting food.",,,25,"{""text"":""Prosíme, nekrmte nás!"",""text_en"":""Please, do not feed us!"",""text_ru"":""Пожалуйста, не кормите нас!""}",,"Lžičák patří mezi plovavé kachny, přesto však při hledání potravy nepanáčkuje. Místo toho plave na mělčině, víří nohama bahno na dně a zobákem z vody cedí uvolněné částečky potravy, které vystoupaly k hladině. Coby síto při tom používá lamely na krajích zobáku. Citlivá nervová zakončení na vnitřní straně zobáku a na jazyku lžičákovi pomáhají poznat, co je potrava a co ne.","The shoveler is a dabbling duck, although it does not upend when searching for food. Instead, it swims in the shallows, swirls the mud on the bottom with its feet, and sieves out loose particles of food that have risen to the surface with its beak. It uses lamellae on the edge of the beak as a sieve. Sensitive nerve endings on the inside of the shoveler’s beak and tongue help it identify what is food and what is not.",,"Afrika, Asie, Severní Amerika, Evropa","Africa, Asia, North America, Europe"
171,Papoušek žlutoramenný,50.1167806,14.4089353,Golden–shouldered parrot,Psephotellus chrysopterygius,papoušci,Psittaciformes,papouškovití,Psittacidae,,EN,,savana,savanna,semena trav,grass seeds,3–6 vajec;inkubace 20 dní,3–6 eggs;incubation 20 days,"[{""title"":""hmotnost"",""value"":""54–56 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""26 cm"",""title_en"":""length""}]","Svá hnízda si staví v termitištích – je v nich totiž ideální teplota pro jejich inkubaci, takže rodiče nemusejí vejce zahřívat. Nejpříhodnější pro stavbu hnízd je čas krátce po období dešťů, kdy jsou termitiště změklá a všude je dostatek potravy.","They build their nests in termite mounds. Since the temperature there is ideal for incubation, the parents don’t have to warm their eggs. The best time to build nests is shortly after the rainy season, when termite mounds are soft and there is enough food everywhere.","Největší hrozbou pro papoušky žlutoramenné je pastevectví. Dobytek ničí termitiště a pastevci navíc nepříznivě ovlivňují přirozený režim požárů, který udržuje krajinu otevřenou. Dalším nebezpečím jsou predátoři, zvláště poté, co v přírodě ubylo ptáků lasoletů, kteří svým pokřikem papoušky před predátory varovali.","The greatest threat to golden-shouldered parrots is cattle grazing. Cattle are destroy- ing termite mounds and ranchers adversely affect the natural fire regime, which results in the increase in woody vegetation. Predators are another danger, especially as the number of woodswallows, who have warned parrots against predators, has fall- en in the wild.","Ohrožený papoušek žlutoramenný je velmi podobný papoušku žlutokřídlému, se kterým byl dříve řazen do jednoho druhu. V přírodě i v chovech je však mnohonásobně vzácnější. Zoo Praha patří mezi několik málo zoo mimo Austrálii, kde je k vidění.","The endangered golden-shouldered parrot is very similar to the hooded parrot and they used to be classified as one species. However, it is far rarer in the wild and in captivity. Prague Zoo is one of only a few zoos outside Australia where it is possible to see it.",17,,,,,,Sever Austrálie,North Australia
149,Mabuja kapverdská,0,0,Bali starling,Leucopsar rothschildi,pěvci,Passeriformes,špačkovití,Sturnidae,,CR,,"řidší lesy s travním podrostem, lesnaté savany","light forests with grassy undergrowth, wooden savannahs","plody, bezobratlí","fruits, invertebrates",2–3 vejce;inkubace 13 dní,"2–3 eggs;incubation 13 days ","[{""title"":""hmotnost"",""value"":""70–115 g"",""title_en"":""weight""},{""title"":""délka"",""value"":""25 cm"",""title_en"":""length""}]","Je národním ptákem ostrova Bali a tamním endemitem – to znamená, že nikde jinde na světě původně nežila. Hnízdí jednou ročně, v období dešťů. Hnízdo staví v dutinách stromů, o vajíčka i mláďata pečují oba rodiče.","The Bali starling is the national bird of the island of Bali, where it is endemic – in other words, it originally did not live anywhere else. It nests once a year, during the rains. It builds its nest in the hollows of trees and both parents care for the chicks.","Majna Rothschildova nebyla nikdy příliš hojná a odchyt pro trh s domácími mazlíčky ji během 20. století málem vyhubil: navzdory záchrannému projektu žilo na Bali v roce 2001 již jen 6 jedinců. Na sousedním ostrově Nusa Penida byla proto vysazena záložní populace, po počátečním úspěchu se však i zde objevil problém s pytláky a dnes žije v přírodě celého světa jen několik desítek majn.","The Bali starling has never been too abundant, and trapping for the pet market nearly exterminated it. Despite a rescue project, there were only 6 individuals living in Bali in 2001. Therefore a reserve population was set up on the neighbouring island of Nusa Penida. Unfortunately, after initial success, here too was a problem with poachers, and today only a few dozen Bali starlings live in the wild.",Majna Rothschildova je na ostrově Bali jediným endemickým druhem obratlovce. Všichni ostatní balijští obratlovci jsou doma i na dalších ostrovech v okolí či na pevnině.,The Bali starling is the only endemic vertebrate species on Bali. All other Balinese vertebrates also live on other nearby islands or on the mainland.,2,,,,,,Bali,Bali
164,Želva sloní santacruzská,50.1165086,14.4052247,Western santa cruz giant tortoise,Chelonoidis niger porteri,želvy,Testudines,želvovití,Testudinidae,,CR,,"vlhčí, hustě zarostlé svahy",humid highlands with abundant vegetation,"tráva, byliny, plody, výhonky","grass, herbs, fruits, shoots",3–16 vajec;inkubace 200 dní,3–16 eggs;incubation 200 days,"[{""title"":""hmotnost"",""value"":""100–350 kg"",""title_en"":""weight""},{""title"":""délka karapaxu"",""value"":""70–130 cm"",""title_en"":""carapace length""}]","Je to největší suchozemská želva a (jako
všechny obří želvy) jeden z nejdéle žijících živočichů: dožívá se více než 150 let. Postavení samců v hierarchii určuje to, který z nich dokáže hlavu natáhnout výše.","It is the largest tortoise and, like all the
giant tortoises, one of the longest living
animals: it has been known to live for
more than 150 years. The males’ position in the hierarchy is determined by which one is able to stretch his head higher.","Z původních desetitisíců želv sloních santacruzských dnes v přírodě zbývá jen asi desetina. Až do 30. let 20. století byly
drancovány kvůli ceněnému tuku. Dnes je ohrožují zdivočelá prasata a další savci, které na ostrovy zavlekl člověk a pro něž
jsou želví vejce i mláďata vítanou pochoutkou. Významnou úlohu v ochraně želv má Darwinova stanice na ostrově Santa Cruz, kde probíhá záchranný chov.","There are only about 3,000 Western Santa
Cruz giant tortoises in the wild. Until the
1930’s, they were decimated for their valuable fat. Nowadays, they are threatened by feral pigs and other mammals brought to the islands by humans for which tortoise eggs and young are a welcome delicacy. Charles Darwin Research Station on the island of Santa Cruz plays an important role in the protection of tortoises through its conservation breeding programme.","V expozici žije jediný zástupce želvy sloní santacruzské v ČR,
samec jménem Eberhard. Poznáte ho podle velice masivní,
široké hlavy.","In this exhibit, you can see the only specimen of the Western
Santa Cruz giant tortoise in Czechia – a male by the name
of Eberhard. You will recognize him by his large, broad head.",10,,,,,,"Jižní Amerika, Galapágy","South America, Galapagos Islands"
10,Agama límcová,50.1162208,14.403565,Frilled lizard,Chlamydosaurus kingii,šupinatí,Squamata,agamovití,Agamidae,"[null,null,""10/ilustration.webp""]",LC,"[{""type"":""Typ"",""description"":""Popis""}]","suché lesy, křovinaté savany","dry forests, savanna woodlands","bezobratlí, občas drobní savci","invertebrates, sometimes small mammals",12–18 vajec;inkubace 54–92 dní,12–18 eggs;incubation 54–92 days,"[{""title"":""hmotnost"",""value"":""400-870 g"",""title_en"":""weight""},{""title"":""délka těla"",""value"":""90-95 cm"",""title_en"":""body length""},{""title"":""délka ocasu"",""value"":""2/3 celkové délky"",""title_en"":""tail length""}]","V klidu se tiskne k větvím či kmenům, s nimiž splývá díky krycímu zbarvení. V ohrožení však prudce zahrozí rozevřením širokého koženého límce a tlamy. Když ani to případného útočníka neodradí, dá se na rychlý útěk po zadních nohách.","It holds on calmly to branches or trunks, with which it blends visually thanks to its covering colour. However, when threatened, it opens its wide leather collar and mouth. If even this does not deter a would-be attacker, it makes a quick escape on its hind legs.",,,,,,,"[{""name"":""a"",""birthdate"":""b"",""parents"":""c"",""marks"":""d"",""marksEN"":""e"",""image"":""10/whois0.webp""},{""name"":""d"",""birthdate"":"""",""parents"":"""",""marks"":"""",""marksEN"":"""",""image"":""10/whois0.webp""}]","Agamy límcové používají límec nejen při zastrašování predátorů, ale i při vzájemném kontaktu či námluvách. Límec je vyztužen dvěma kostěnými paprsky, které jsou součástí jazylkového aparátu, a rozevře se jako deštník díky stahu krčních svalů. Může mít v průměru až 30 cm.","Not only do frilled lizards use their frills to intimidate predators, they also use them for mutual contact or courtship. The frill is reinforced with two bony rods, which are part of the hyoid apparatus, and opens like an umbrella once the neck muscles contract. It can be up to 30 cm in diameter.",,,
139,Želva annamská,50.1162208,14.403565,Vietnamese pond turtle,Mauremys annamensis,želvy,Testudines,batagurovití,Geoemydidae,,CR,,pomalu tekoucí nebo stojaté sladké vody,slow-moving or still bodies of freshwater,malí vodní živočichové a vodní rostliny,"small aquatic animals, aquatic plants",3–6 vajec;inkubace 4 měsíce,3–6 eggs;incubation 4 months,"[{""title"":""délka karapaxu"",""value"":""až / up to 29 cm"",""title_en"":""carapace length""}]","Více než 60 let byla považována za vyhubenou, poté však byla znovu objevena a je možné, že nepočetná populace v přírodě ještě přežívá. Vede skrytý, soumračný způsob života, dny tráví v úkrytu pod kořeny nebo mezi vegetací.","For over 60 years, the Vietnamese pond turtle was considered to be extinct, but it was since re-discovered and it is possible that a small population in the wild still survives. It lives a hidden, twilight existence, spending the days hiding under roots or among vegetation.","Želva annamaská je považována za jednu
z 25 nejohroženějších želv světa. Doplácí
na to, že žije v hustě zalidněné části Asie,
kde si lidé její původní prostředí nárokují
pro sebe, ničí ho, mění v rýžová pole a staví na něm města. Příslovečným hřebíčkem do rakve je pak lov pro maso, které má údajně léčivé účinky.","The Vietnamese pond turtle is considered to be one of the 25 most endangered turtles in the world. It lives in a densely populated part of Asia, where humans have laid claim to its original habitat, destroying it by changing it into rice fields and towns. The proverbial nail in the coffin is the hunt for its meat which is claimed to have healing effects.","Všichni živočichové v tomto teráriu jsou obyvateli vietnamských lesů. Protože však každý obsazuje trochu jiné prostředí, od tůní přes opadanku až po větve keřů, vzájemně si nekonkurují. Přežití kriticky ohrožených želv annamských závisí na rozmnožování v lidské péči. To se Zoo Praha opakovaně daří už od roku 2005.",All the animal species in this terrarium come from Vietnamese forests but occupy slightly different habitats – from pools to the fallen leaf layer to shrubs – and so do not compete with one another. The survival of the critically endangered Vietnamese pond turtles depends on their breeding under human care. Prague Zoo has repeatedly succeeded in breeding them since as early as 2005.,8,,,,,,Asie,Asia
58,Orel kejklíř,50.1170536,14.4074578,Bateleur,Terathopius ecaudatus,dravci,Accipitriformes,jestřábovití,Accipitridae,,NT,,"lesy, křovinná savana a buš",open woodland and tree savanna,"drobná zvířata (živá i mrtvá), vejce","small animals (live or dead), eggs",1 vejce;inkubace 52–59 dní,1 egg;incubation 52–59 days,"[{""title"":""hmotnost"",""value"":""1,8–2,9 kg"",""title_en"":""weight""},{""title"":""délka"",""value"":""55-70 cm"",""title_en"":""length""},{""title"":""rozpětí křídel"",""value"":""168-190 cm"",""title_en"":""wingspan""}]","Má nezvykle krátký ocas, který pod složenými křídly často ani není vidět. Při pátrání po potravě létá nízko nad krajinou a pak se v úzké spirále snáší k zemi. Jednotlivé páry si hájí stálé území, ale mladí ptáci bývají potulní a u bohatého zdroje potravy se jich může shromáždit až padesát.","Bateleurs are colorful eagles with an unusual shape, having such a short tail that they appear tailless. When searching for food, they fly low above the landscape and then swoop in a tight spiral. Adults are territorial, but the young are often nomadic and congregate where food is abundant.","Orel kejklíř žije na mnoha místech Afriky, a tak by se mohlo zdát, že jeho ochrana není nutná. Na většině míst však orlů ubývá, obzvláště v jižních částech jejich areálu, např. v Namibii, Nigérii, Zimbabwe či Jihoafrické republice. Důvodem jsou zřejmě hlavně intenzivní změny v prostředí, používání pesticidů, rušení párů při hnízdění, ale i otravy návnadami líčenými chovateli dobytka.","The bateleur lives in many locations in Africa, so it may seem that it is not necessary to protect it. In most places, however, the eagles are declining, especially in the southern parts of their range, such as Namibia, Nigeria, Zimbabwe or South Africa. This is mainly due to intense changes in the environment, the use of pesticides, disturbing the pairs whilst breeding, but also by poisoned bait left by livestock breeders.","Mladí kejklíři se od svých rodičů liší natolik, že téměř ani nepůsobí jako stejný druh. Jsou totiž celí hnědí, s modrozelenýma nohama a obličejem, které v pozdějším věku přecházejí do hnědé a teprve v dospělosti se barví do šarlatové.","Young bateleurs differ from their parents so much so that they do not even look like the same species. They are entirely brown, with blue-green legs and face. As they age, blue-green turns to brown and then scarlet in adulthood.",,,,"Nohami s ostrými zahnutými drápy dravci chytají kořist, hákovitým zobákem ji pak usmrcují a porcují. 
■ Rybožravé druhy dravců loví většinou z nízkého letu nad hladinou. 
■ Mistrem rychlosti je sokol stěhovavý. Při střemhlavém útoku na letícího ptáka do- sáhne okamžité rychlosti přes 300 km/h. 
■ Druhy lovící pozemní kořist ji obvykle vyhlížejí z výšky, pak se snesou dolů a zezadu na ni nalétávají.","Raptor’s legs with sharp curved claws are important for gripping the prey, while the hooked beak serves for killing and ripping it apart. 
■ Species hunting terrestrial prey usually espy it from a height, then fly down and approach it from behind. 
■ Piscivorous species mostly hunt by flying low over the water. 
■ The peregrine falcon hunts birds in flight and during its headlong diving attack it reaches speeds of over 300 km/h.",,Afrika,Africa
109,Velbloud dvouhrbý dom.,50.1182517,14.4034328,Bactrian camel,Camelus bactrianus,sudokopytníci,Cetartiodactyla,velbloudovití,Camelidae,,VU,,kamenité pouště a polopouště,rocky deserts and semi-deserts,"tráva, byliny, listy, výhonky","grass, herbs, leaves, shoots","březost 13–13,5 měsíce;1 mládě",gestation 13–13.5 months;1 young,"[{""title"":""hmotnost"",""value"":""450–690 kg"",""title_en"":""weight""},{""title"":""výška v kohoutku"",""value"":""150–230 cm"",""title_en"":""shoulder height""}]","Stejně jako divocí velbloudi dvouhrbí,
kteří představují zcela samostatný druh,
je výborně přizpůsobený k životu ve studených pouštích. Díky zásobnímu tuku v hrbech vydrží dlouho bez vody i potravy. Na zimu mu narůstá dlouhá huňatá srst, která na léto opět vylíná.","Similarly to the wild camel, which represents a separate species, this domesticated camelid is very well adapted to
the life in the cold deserts. Thanks to the supplies of fat in the humps it can live for long periods without food or water. For the winter it grows long thick fur that it sheds again for the summer.","Divocí velbloudi nejsou v přírodě vůbec hojní – naopak. Velbloudi jednohrbí dnes existují již jen v domestikované formě, a to i ti, kteří žijí volně, a totéž platí ve velké míře
i pro velbloudy dvouhrbé. Divokých velbloudů dvouhrbých, kteří kdysi obývali rozlehlá území Střední Asie, dnes přežívá jen zhruba tisícovka v poušti Gobi a jsou považováni za kriticky ohrožený druh.","Camels that would be truly wild, not only feral (e.g. domestic turned wild), are very rare in the nature. All of the dromedary camels living today, including those roaming freely, are domesticated, and the same goes for Bactrian camels. The last surviving wild camels are considered a critically endangered species, can be found in the Gobi Desert in China and Mongolia and count only about a thousand individuals.","Zoo Praha se podílí na ochraně divokých velbloudů dvouhr-
bých v přísně chráněné oblasti Velká Gobi A v Mongolsku –
jediné části Mongolska, kde tento druh dosud přežívá.","Prague Zoo is involved in protecting wild camels in the Great
Gobi A Strictly Protected Area in Mongolia – the only part of
Mongolia where this species survives.",24,,,"Velbloudi mají na prstech pružné nášlapné mozoly, které je chrání před ostřejšími kameny a pomáhají předcházet boření do sypkého podkladu. Nozdry mohou uzavřít před
zvířeným prachem a oči mají chráněné mohutnými nadočnicemi a hustými řasami.","Camels have elasticated, hardened calluses
on their toes to protect them from the sharper stones and help prevent sinking into the loose substrate. The nostrils can be closed to prevent dust entering and the eyes are
protected by dense lashes.",,Střední Asie,Central Asia
